id,name,country,rank,base_url,status,catalogue_url,detail
10451,University of Minho,Portugal,566,,no-website,,no domain or web field in our dataset
10448,Indian Institute of Technology BHU Varanasi (IIT BHU Varanasi),India,566,,no-website,,no domain or web field in our dataset
10450,Savitribai Phule Pune University,India,566,,no-website,,no domain or web field in our dataset
2630,University of Electronic Science and Technology of China,China,519,http://www.uestc.edu.cn,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
1026,University of Delaware,United States,553,http://www.udel.edu,ok,https://www.udel.edu/academics/programs/,
10452,Pontificia Universidade Católica do Rio de Janeiro (PUC - Rio),Brazil,571,,no-website,,no domain or web field in our dataset
4552,Isfahan University of Technology,Iran,571,http://www.iut.ac.ir,blocked-403,,homepage refuses automated access
1436,Universidad Nacional de La Plata,Argentina,458,http://www.unlp.edu.ar,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
10453,Chandigarh University,India,575,,no-website,,no domain or web field in our dataset
10454,Universität Jena,Germany,575,,no-website,,no domain or web field in our dataset
2374,Central South University,China,491,http://www.csu.edu.cn,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
10456,University of Tabriz,Iran (Islamic Republic of),578,,no-website,,no domain or web field in our dataset
10455,Universiti Teknologi Brunei,Brunei Darussalam,578,,no-website,,no domain or web field in our dataset
2242,University of Windsor,Canada,546,http://www.uwindsor.ca,ok,https://future.uwindsor.ca/program-listing,
7545,Prince Sultan University,Saudi Arabia,535,http://www.psu.edu.sa,timeout,,homepage ERR:timeout
1157,University of Utah,United States,540,http://www.utah.edu,ok,https://advising.utah.edu/,
3728,Universität Ulm,Germany,546,http://www.uni-ulm.de,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
10457,Eotvos Lorand University,Hungary,584,,no-website,,no domain or web field in our dataset
1023,University of Connecticut,United States,534,http://www.uconn.edu,ok,https://uconn.edu/academics/,
8202,Hacettepe University,Turkey,571,http://www.hun.edu.tr,ok,https://hacettepe.edu.tr/academics/programs,
1840,American University,Bosnia and Herzegovina,587,http://www.aubih.ba,unreachable,,homepage ERR:unreachable
7642,University of Ljubljana,Slovenia,535,http://www.uni-lj.si,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
10458,Université Claude Bernard Lyon 1,France,587,,no-website,,no domain or web field in our dataset
10459,Université Paul Sabatier Toulouse III,France,587,,no-website,,no domain or web field in our dataset
10461,National Research Nuclear University MEPhI (Moscow Engineering Physics Institute),Russia,591,,no-website,,no domain or web field in our dataset
10460,American University of Ras Al Khaimah ( AURAK ),United Arab Emirates,591,,no-website,,no domain or web field in our dataset
175,American University,United States,587,http://www.american.edu,blocked-403,,homepage refuses automated access
3884,University of Debrecen,Hungary,563,http://www.unideb.hu,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
5728,Sogang University,South Korea,558,http://www.sogang.ac.kr,ok,http://www.sogang.ac.kr/academics/programs,
4068,Jawaharlal Nehru University,India,558,http://www.jnu.ac.in,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
10463,Management and Science University - MSU Malaysia,Malaysia,597,,no-website,,no domain or web field in our dataset
10464,Taipei Medical University,Taiwan,597,,no-website,,no domain or web field in our dataset
1515,Bond University,Australia,591,http://www.bond.edu.au,robots-disallowed,,robots.txt disallows every candidate path
8383,Zayed University,United Arab Emirates,595,http://www.zu.ac.ae,unreachable,,homepage ERR:unreachable
4972,Hitotsubashi University,Japan,553,http://www.hit-u.ac.jp,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
1669,University of Dhaka,Bangladesh,584,http://www.du.ac.bd,ok,https://www.du.ac.bd/academics/programs,
10462,Asia Pacific University of Technology and Innovation (APU) Malaysia,Malaysia,597,,no-website,,no domain or web field in our dataset
10466,University of Eastern Finland,Finland,604,,no-website,,no domain or web field in our dataset
520,Illinois Institute of Technology,United States,591,http://www.iit.edu,ok,https://www.iit.edu/academics/programs,
10465,Canadian University of Dubai,United Arab Emirates,604,,no-website,,no domain or web field in our dataset
10467,University of Tennessee,United States,607,,no-website,,no domain or web field in our dataset
3063,Ain Shams University,Egypt,542,https://www.asu.edu.eg,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
10470,University of Ulster,United Kingdom,609,,no-website,,no domain or web field in our dataset
10468,Peter the Great St.Petersburg Polytechnic University,Russia,609,,no-website,,no domain or web field in our dataset
10469,Universiti Malaysia Pahang Al-Sultan Abdullah (UMPSA),Malaysia,609,,no-website,,no domain or web field in our dataset
7757,Universidad Pontificia Comillas,Spain,581,http://www.upco.es,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
10471,Applied Science University - Bahrain,Bahrain,613,,no-website,,no domain or web field in our dataset
2261,Universidad Adolfo Ibáñez,Chile,578,http://www.uai.cl,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
10473,Universidad de Concepción,Chile,613,,no-website,,no domain or web field in our dataset
440,Florida International University,United States,582,http://www.fiu.edu,ok,https://www.fiu.edu/academics/,
10472,International Islamic University Malaysia (IIUM),Malaysia,613,,no-website,,no domain or web field in our dataset
1788,Hasselt University,Belgium,597,http://www.uhasselt.be,robots-disallowed,,robots.txt disallows every candidate path
10474,Christian-Albrechts-Universität zu Kiel,Germany,618,,no-website,,no domain or web field in our dataset
10476,Zhengzhou University,China,618,,no-website,,no domain or web field in our dataset
10475,Saint Joseph University of Beirut (USJ),Lebanon,618,,no-website,,no domain or web field in our dataset
4835,University of Siena,Italy,607,http://www.unisi.it,blocked-403,,homepage refuses automated access
7672,University of KwaZulu-Natal,South Africa,558,http://www.ukzn.ac.za,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
8482,Nottingham Trent University,United Kingdom,609,http://www.ntu.ac.uk,blocked-403,,homepage refuses automated access
10477,Diponegoro University,Indonesia,624,,no-website,,no domain or web field in our dataset
10478,Universidad del Pais Vasco,Spain,624,,no-website,,no domain or web field in our dataset
5571,Dongguk University,South Korea,618,http://www.dongguk.ac.kr,unreachable,,homepage ERR:unreachable
1038,University of Houston,United States,556,http://www.uh.edu,ok,https://www.uh.edu/academics/,
347,Colorado School of Mines,United States,571,http://www.mines.edu,ok,https://www.mines.edu/academics/,
10479,Kazakh National Pedagogical University Abai,Kazakhstan,628,,no-website,,no domain or web field in our dataset
8132,Thammasat University,Thailand,551,https://www.tu.ac.th,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
10480,National Chung Hsing University,Taiwan,628,,no-website,,no domain or web field in our dataset
7559,Umm Al-Qura University,Saudi Arabia,622,http://www.uqu.edu.sa,robots-disallowed,,robots.txt disallows every candidate path
2922,Brno University of Technology,Czech Republic,575,https://www.vutbr.cz,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
3790,University of Crete,Greece,628,https://www.uoc.gr,blocked-403,,homepage refuses automated access
3890,University of Iceland,Iceland,582,http://www.hi.is,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
7995,National Central University,"Taiwan, Province of China",587,http://www.ncu.edu.tw,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
10481,"Lincoln University College, Malaysia",Malaysia,638,,no-website,,no domain or web field in our dataset
2215,University of New Brunswick,Canada,622,http://www.unb.ca,ok,https://www.unb.ca/academics/programs/,
3107,Tallinn University of Technology,Estonia,635,http://www.ttu.ee,blocked-403,,homepage refuses automated access
10482,"University of Chemistry and Technology, Prague",Czechia,638,,no-website,,no domain or web field in our dataset
22,University of Portsmouth,United Kingdom,635,http://www.port.ac.uk,robots-disallowed,,robots.txt disallows every candidate path
10484,Manchester Metropolitan University,United Kingdom,643,,no-website,,no domain or web field in our dataset
5529,Ajou University,South Korea,563,http://www.ajou.ac.kr,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
10483,Libera Universita' di Bolzano,Italy,643,,no-website,,no domain or web field in our dataset
1142,University of Texas at Dallas,United States,597,http://www.utdallas.edu,ok,https://www.utdallas.edu/academics/,
8486,University of Plymouth,United Kingdom,613,http://www.plymouth.ac.uk,ok,https://www.plymouth.ac.uk/courses,
10485,"University of Tromso, The Arctic University of Norway",Norway,648,,no-website,,no domain or web field in our dataset
315,City University of New York,United States,613,http://www.cuny.edu,ok,https://www.cuny.edu/old-version/financial-literacy/programs/,
1274,Yeshiva University,United States,624,http://www.yu.edu,ok,https://www.yu.edu/academics,
10486,MGIMO University,Russia,650,,no-website,,no domain or web field in our dataset
10487,Paris Lodron University of Salzburg,Austria,650,,no-website,,no domain or web field in our dataset
10488,Universidad de la República (UdelaR),Uruguay,650,,no-website,,no domain or web field in our dataset
1934,Universidade Federal de Minas Gerais,Brazil,595,http://www.ufmg.br,ok,https://www.ufmg.br/international/programs-and-partnerships/,
10490,Université de Lille,France,654,,no-website,,no domain or web field in our dataset
7768,Universidade de Santiago de Compostela,Spain,628,https://www.usc.gal,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
4793,University of Brescia,Italy,650,http://www.unibs.it,blocked-403,,homepage refuses automated access
10491,"University of Agriculture, Faisalabad",Pakistan,654,,no-website,,no domain or web field in our dataset
10489,China University of Mining and Technology,China,654,,no-website,,no domain or web field in our dataset
974,Tulane University,United States,597,http://www.tulane.edu,timeout,,homepage ERR:timeout
10493,"Kingston University, London",United Kingdom,660,,no-website,,no domain or web field in our dataset
10492,Ca' Foscari University of Venice,Italy,660,,no-website,,no domain or web field in our dataset
4743,Bar-Ilan University,Israel,660,http://www.biu.ac.il,blocked-403,,homepage refuses automated access
6797,De La Salle University,Philippines,654,http://www.dlsu.edu.ph,robots-disallowed,,robots.txt disallows every candidate path
10494,COMSATS University Islamabad,Pakistan,664,,no-website,,no domain or web field in our dataset
748,Oregon State University,United States,624,http://www.oregonstate.edu,ok,https://oregonstate.edu/academics,
10495,Indian Institute of Technology Hyderabad (IITH),India,664,,no-website,,no domain or web field in our dataset
5631,Inha University,South Korea,643,http://www.inha.ac.kr,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
3888,University of Szeged,Hungary,597,http://www.u-szeged.hu,ok,https://eco.u-szeged.hu/english/training-programmes/programmes-for-international-students/programmes,
10497,Palacký University in Olomouc,Czechia,668,,no-website,,no domain or web field in our dataset
10496,Karl-Franzens-Universität Graz,Austria,668,,no-website,,no domain or web field in our dataset
662,Missouri University of Science and Technology,United States,628,http://www.mst.edu,ok,https://www.mst.edu/academics/,
7911,University of Fribourg,Switzerland,642,http://www.unifr.ch,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
1125,University of South Carolina,United States,628,http://www.sc.edu,ok,http://www.sc.edu/academics/programs,
920,Stevens Institute of Technology,United States,673,http://www.stevens.edu,robots-disallowed,,robots.txt disallows every candidate path
8732,Istanbul University,Turkey,628,http://www.istanbul.edu.tr,timeout,,homepage ERR:timeout
4058,Jadavpur University,India,676,http://www.jadavpur.edu,unreachable,,homepage ERR:unreachable
7753,Universidad de Zaragoza,Spain,638,http://www.unizar.es,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
2212,University of Manitoba,Canada,643,http://www.umanitoba.ca,ok,https://www.umanitoba.ca/academics,
10498,HUFS - Hankuk (Korea) University of Foreign Studies,South Korea,680,,no-website,,no domain or web field in our dataset
1541,Southern Cross University,Australia,638,http://www.scu.edu.au,ok,https://www.scu.edu.au/study/,
4747,University of Haifa,Israel,678,http://www.haifa.ac.il,blocked-403,,homepage refuses automated access
10499,University of Brawijaya,Indonesia,680,,no-website,,no domain or web field in our dataset
10500,Comenius University Bratislava,Slovakia,684,,no-website,,no domain or web field in our dataset
10501,Ton Duc Thang University,Vietnam,684,,no-website,,no domain or web field in our dataset
3723,Universität des Saarlandes,Germany,635,http://www.uni-saarland.de,timeout,,homepage ERR:timeout
10502,China University of Petroleum,China,686,,no-website,,no domain or web field in our dataset
10503,Université Côte dAzur,France,688,,no-website,,no domain or web field in our dataset
7990,National Chengchi University,"Taiwan, Province of China",604,http://www.nccu.edu.tw,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
1133,University of South Florida,United States,654,http://www.usf.edu,ok,https://www.usf.edu/academics/,
1517,Charles Darwin University,Australia,584,http://www.cdu.edu.au,ok,https://stapps.cdu.edu.au/apex/f?p=100:30,
8355,American University in Dubai,United Arab Emirates,678,http://www.aud.edu,ok,https://www.aud.edu/programs,
10504,"Vellore Institute of Technology (VIT), Vellore, India",India,691,,no-website,,no domain or web field in our dataset
3144,Abo Akademi University,Finland,643,http://www.abo.fi,ok,https://www.abo.fi/en/study/,
7967,Chang Gung University,"Taiwan, Province of China",668,http://www.cgu.edu.tw,ok,https://www.cgu.edu.tw/,
10505,Symbiosis International (Deemed University),India,696,,no-website,,no domain or web field in our dataset
2525,Nanjing University of Aeronautics and Astronautics,China,680,http://www.nuaa.edu.cn,robots-disallowed,,robots.txt disallows every candidate path
5830,Beirut Arab University,Lebanon,676,http://www.bau.edu.lb,ok,https://www.bau.edu.lb/home,
10507,Ankara Üniversitesi,Türkiye,697,,no-website,,no domain or web field in our dataset
10508,Kazakh National Agrarian University,Kazakhstan,697,,no-website,,no domain or web field in our dataset
10511,"University of Missouri, Columbia",United States,697,,no-website,,no domain or web field in our dataset
10509,Universidad de Alcalá,Spain,697,,no-website,,no domain or web field in our dataset
10510,University of Klagenfurt,Austria,697,,no-website,,no domain or web field in our dataset
1616,Baku State University,Azerbaijan,688,http://bsu.edu.az,ok,http://bsu.edu.az/academics/programs,
3940,Birla Institute of Technology and Science,India,668,http://www.bits-pilani.ac.in,ok,https://www.bits-pilani.ac.in/dubai/civil-engineering/programscourses/,
10514,Universidad Panamericana (UP),Mexico,701-710,,no-website,,no domain or web field in our dataset
10513,"Lingnan University, Hong Kong",Hong Kong,701-710,,no-website,,no domain or web field in our dataset
10512,Jeonbuk National University (formerly known as Chonbuk National University),South Korea,701-710,,no-website,,no domain or web field in our dataset
1103,University of Oklahoma,United States,664,http://www.ou.edu,ok,https://www.ou.edu/academics,
580,Lehigh University,United States,668,http://www.lehigh.edu,ok,https://www2.lehigh.edu/academics/undergraduate-studies/degree-programs,
2398,East China University of Science and Technology,China,673,http://www.ecust.edu.cn,ok,https://www.ecust.edu.cn/academics/programs/main.psp,
2208,Memorial University of Newfoundland,Canada,660,http://www.ucs.mun.ca,timeout,,homepage ERR:timeout
10520,Université de Rennes 1,France,711-720,,no-website,,no domain or web field in our dataset
799,Rensselaer Polytechnic Institute,United States,695,http://www.rpi.edu,ok,https://www.rpi.edu/academics,
10521,University of Nebraska - Lincoln,United States,711-720,,no-website,,no domain or web field in our dataset
10516,"Goldsmiths, University of London",United Kingdom,711-720,,no-website,,no domain or web field in our dataset
3683,Technische Universität Dortmund,Germany,673,http://www.tu-dortmund.de,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
10515,Asia University Taiwan,Taiwan,711-720,,no-website,,no domain or web field in our dataset
7414,Tomsk Polytechnic University,Russia,688,http://www.tpu.ru,robots-disallowed,,robots.txt disallows every candidate path
10517,ISCTE - Instituto Universitario de Lisboa,Portugal,711-720,,no-website,,no domain or web field in our dataset
10518,Technische Universität Braunschweig,Germany,711-720,,no-website,,no domain or web field in our dataset
10519,Toronto Metropolitan University (formerly Ryerson University),Canada,711-720,,no-website,,no domain or web field in our dataset
4620,Shiraz University,Iran,701-710,http://www.shirazu.ac.ir,blocked-403,,homepage refuses automated access
4121,University of Mumbai,India,664,http://www.mu.ac.in,timeout,,homepage ERR:timeout
10523,Prince Sattam Bin Abdulaziz University,Saudi Arabia,721-730,,no-website,,no domain or web field in our dataset
10522,National University of Science and Technology MISiS,Russia,721-730,,no-website,,no domain or web field in our dataset
10524,UWE Bristol (University of the West of England),United Kingdom,721-730,,no-website,,no domain or web field in our dataset
2883,Cyprus University of Technology,Cyprus,686,http://www.cut.ac.cy,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
2885,Eastern Mediterranean University,Cyprus,691,http://www.emu.edu.tr,ok,https://www.emu.edu.tr/courses,
8338,Taras Shevchenko National University of Kyiv,Ukraine,721-730,http://www.univ.kiev.ua,blocked-403,,homepage refuses automated access
1948,Universidade Federal do Rio Grande do Sul,Brazil,691,http://www.ufrgs.br,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
10530,Universidad Central de Venezuela - UCV,Venezuela (Bolivarian Republic of),731-740,,no-website,,no domain or web field in our dataset
8097,Kasetsart University,Thailand,701-710,https://www.ku.ac.th,ok,https://www.ku.ac.th/th/academics/programs,
1013,University of Central Florida,United States,701-710,http://www.ucf.edu,ok,https://www.ucf.edu/academics/,
3721,Universität Regensburg,Germany,691,http://www.uni-regensburg.de,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
10525,Auezov South Kazakhstan State University (SKSU),Kazakhstan,731-740,,no-website,,no domain or web field in our dataset
10528,Princess Nourah bint Abdulrahman University,Saudi Arabia,731-740,,no-website,,no domain or web field in our dataset
10526,Far Eastern Federal University,Russia,731-740,,no-website,,no domain or web field in our dataset
10527,National Institute of Technology Tiruchirappalli,India,731-740,,no-website,,no domain or web field in our dataset
10529,SEGi University,Malaysia,731-740,,no-website,,no domain or web field in our dataset
2061,"Sofia University ""St. Kliment Ohridski""",Bulgaria,731-740,http://www.uni-sofia.bg,blocked-403,,homepage refuses automated access
5244,Ritsumeikan University,Japan,680,http://www.ritsumei.ac.jp,ok,https://www.ritsumei.ac.jp/academics/,
3699,Universität Hohenheim,Germany,711-720,http://www.uni-hohenheim.de,ok,https://www.uni-hohenheim.de/en/courses,
7904,Victoria University,Switzerland,741-750,http://www.victoria-uni.ch,unreachable,,homepage ERR:unreachable
5654,Konkuk University,South Korea,654,http://www.konkuk.ac.kr,ok,https://www.konkuk.ac.kr:443/academics/programs,
397,Drexel University,United States,711-720,http://www.drexel.edu,ok,https://drexel.edu/academics,
10531,Adam Mickiewicz University,Poland,741-750,,no-website,,no domain or web field in our dataset
10532,Plekhanov Russian University of Economics,Russia,741-750,,no-website,,no domain or web field in our dataset
8158,Université de Tunis El Manar,Tunisia,731-740,http://www.utm.rnu.tn,ok,https://utm.rnu.tn:443/utm/fr/,
2860,University of Zagreb,Croatia,701-710,http://www.unizg.hr,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
3858,Budapest University of Technology and Economics,Hungary,711-720,http://www.bme.hu,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
10533,Shahid Beheshti University (SBU),Iran (Islamic Republic of),741-750,,no-website,,no domain or web field in our dataset
243,Brandeis University,United States,741-750,http://www.brandeis.edu,blocked-403,,homepage refuses automated access
10534,The Catholic University of Korea,South Korea,741-750,,no-website,,no domain or web field in our dataset
1018,University of Cincinnati,United States,721-730,http://www.uc.edu,ok,https://webapps2.uc.edu/ecurriculum/DegreePrograms/List,
7238,ITMO University,Russia,711-720,http://www.ifmo.ru,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
3795,University of Patras,Greece,721-730,https://www.upatras.gr,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
941,Temple University,United States,721-730,http://www.temple.edu,ok,https://www.temple.edu/academics,
1556,Victoria University,Australia,741-750,http://www.vu.edu.au,robots-disallowed,,robots.txt disallows every candidate path
4701,University of Baghdad,Iraq,741-750,http://www.uobaghdad.edu.iq,robots-disallowed,,robots.txt disallows every candidate path
10535,Martin-Luther-Universität Halle-Wittenberg,Germany,751-760,,no-website,,no domain or web field in our dataset
1104,University of Oregon,United States,751-760,http://www.uoregon.edu,robots-disallowed,,robots.txt disallows every candidate path
10537,Czech University of Life Sciences in Prague,Czechia,761-770,,no-website,,no domain or web field in our dataset
953,Texas Tech University,United States,731-740,http://www.ttu.edu,ok,https://www.ttu.edu/programs/,
8386,Aberystwyth University,United Kingdom,741-750,https://aber.ac.uk,robots-disallowed,,robots.txt disallows every candidate path
10538,"Government College University, Faisalabad",Pakistan,761-770,,no-website,,no domain or web field in our dataset
10539,"Jamia Millia Islamia, New Delhi",India,761-770,,no-website,,no domain or web field in our dataset
5818,Riga Technical University,Latvia,761-770,http://www.rtu.lv,blocked-403,,homepage refuses automated access
10540,Khoja Akhmet Yassawi International Kazakh-Turkish University,Kazakhstan,761-770,,no-website,,no domain or web field in our dataset
8247,Yildiz Technical University,Turkey,731-740,http://www.yildiz.edu.tr,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
5337,Tokyo Medical and Dental University,Japan,697,http://www.tmd.ac.jp,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
10536,Babes-Bolyai University,Romania,761-770,,no-website,,no domain or web field in our dataset
10541,Kaohsiung Medical University,Taiwan,761-770,,no-website,,no domain or web field in our dataset
10542,New Jersey Institute of Technology (NJIT),United States,761-770,,no-website,,no domain or web field in our dataset
10543,"Vietnam National University, Hanoi",Vietnam,761-770,,no-website,,no domain or web field in our dataset
10547,Thapar Institute of Engineering & Technology,India,771-780,,no-website,,no domain or web field in our dataset
10546,Rutgers University - Newark,United States,771-780,,no-website,,no domain or web field in our dataset
10548,University of Maynooth,Ireland,771-780,,no-website,,no domain or web field in our dataset
10545,Rovira i Virgili University,Spain,771-780,,no-website,,no domain or web field in our dataset
10544,Philipps-Universität Marburg,Germany,771-780,,no-website,,no domain or web field in our dataset
7575,University of Belgrade,Serbia,761-770,http://www.bg.ac.rs,blocked-403,,homepage refuses automated access
6617,Pakistan Institute of Engineering and Applied Sciences (PIEAS),Pakistan,721-730,http://www.pieas.edu.pk,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
3879,University of Pecs,Hungary,741-750,http://www.pte.hu,ok,https://pte.hu/hu,
937,Syracuse University,United States,741-750,http://www.syr.edu,ok,https://www.syracuse.edu:443/academics/programs/?academics/programs,
2519,Nanjing University of Science and Technology,China,701-710,http://www.njust.edu.cn,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
3952,University of Calcutta,India,771-780,http://www.caluniv.ac.in,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
10551,"Universidade Católica Portuguesa, UCP",Portugal,781-790,,no-website,,no domain or web field in our dataset
5845,Holy Spirit University of Kaslik,Lebanon,771-780,http://www.usek.edu.lb,robots-disallowed,,robots.txt disallows every candidate path
10549,Technological University of Dublin,Ireland,781-790,,no-website,,no domain or web field in our dataset
5865,Kaunas University of Technology,Lithuania,741-750,https://en.ktu.edu,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
5428,Al-Ahliyya Amman University,Jordan,761-770,http://www.ammanu.edu.jo,ok,https://www.ammanu.edu.jo/academics,
10550,Universidad de Antioquia,Colombia,781-790,,no-website,,no domain or web field in our dataset
3848,Hong Kong Metropolitan University,Hong Kong,781-790,https://www.hkmu.edu.hk,blocked-403,,homepage refuses automated access
10553,V.N. Karazin Kharkiv National University,Ukraine,781-790,,no-website,,no domain or web field in our dataset
3033,Alexandria University,Egypt,781-790,http://www.alex.edu.eg,unreachable,,homepage ERR:unreachable
5876,Vytautas Magnus University,Lithuania,741-750,http://www.vdu.lt,ok,https://www.vdu.lt/en/vdu-erasmus-studies/?userLang=en&phrase=,
10552,University of Mons,Belgium,781-790,,no-website,,no domain or web field in our dataset
4849,University of Trieste,Italy,751-760,http://www.units.it,ok,https://portale.units.it/en/study/courses-and-programmes,
9949,Chiba University,Japan,791-800,https://chiba-u.jp,unreachable,,homepage ERR:unreachable
10558,Universiti Tunku Abdul Rahman (UTAR),Malaysia,791-800,,no-website,,no domain or web field in our dataset
10556,Norwegian University of Life Sciences (UMB),Norway,791-800,,no-website,,no domain or web field in our dataset
10557,Pontificia Universidad Católica de Valparaíso,Chile,791-800,,no-website,,no domain or web field in our dataset
4813,University of Messina,Italy,741-750,http://www.unime.it,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
10555,Beijing University of Technology,China,791-800,,no-website,,no domain or web field in our dataset
1089,University of New Mexico,United States,751-760,http://www.unm.edu,ok,https://www.unm.edu/academics/,
10554,Applied Science Private University - Jordan,Jordan,791-800,,no-website,,no domain or web field in our dataset
6527,University of Nizwa,Oman,761-770,http://www.unizwa.edu.om,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
10569,Perugia University,Italy,801-850,,no-website,,no domain or web field in our dataset
10570,Politecnico di Bari,Italy,801-850,,no-website,,no domain or web field in our dataset
10571,"The New School, New York City and Paris",United States,801-850,,no-website,,no domain or web field in our dataset
10581,University of Modena and Reggio Emilia,Italy,801-850,,no-website,,no domain or web field in our dataset
3371,Université de Lorraine,France,751-760,http://www.univ-lorraine.fr,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
10572,Tokyo University of Science (RIKADAI),Japan,801-850,,no-website,,no domain or web field in our dataset
10573,Universidad de San Francisco de Quito,Ecuador,801-850,,no-website,,no domain or web field in our dataset
10584,Zurich University of Applied Sciences (ZHAW),Switzerland,801-850,,no-website,,no domain or web field in our dataset
1048,University of Kentucky,United States,781-790,http://www.uky.edu,ok,https://academics.uky.edu/,
10574,Universidade de Brasilia (UnB),Brazil,801-850,,no-website,,no domain or web field in our dataset
7503,Alfaisal University,Saudi Arabia,801-850,http://www.alfaisal.edu,robots-disallowed,,robots.txt disallows every candidate path
10582,University of Namur,Belgium,801-850,,no-website,,no domain or web field in our dataset
7147,University of Bucharest,Romania,761-770,http://www.unibuc.ro,ok,https://unibuc.ro/scoala-de-vara-civis-cu-tema-ethical-argumentation-and-sustainable-development-la-universitatea-din-tubingen-cadrele-didactice-ale-ub-invitate-sa-aplice/,
8541,University of Westminster,United Kingdom,801-850,http://www.westminster.ac.uk,robots-disallowed,,robots.txt disallows every candidate path
10583,Vietnam National University - Ho Chi Minh City (VNU-HCM),Vietnam,801-850,,no-website,,no domain or web field in our dataset
10580,University of Engineering & Technology (UET) Lahore,Pakistan,801-850,,no-website,,no domain or web field in our dataset
10579,Universiti Malaysia Terengganu (UMT),Malaysia,801-850,,no-website,,no domain or web field in our dataset
10575,Universidade Federal de São Paulo (UNIFESP),Brazil,801-850,,no-website,,no domain or web field in our dataset
1214,Wayne State University,United States,781-790,http://www.wayne.edu,ok,https://wayne.edu/programs,
10576,Universita' degli studi di Salerno,Italy,801-850,,no-website,,no domain or web field in our dataset
10577,Universita' Politecnica delle Marche - UNIVPM,Italy,801-850,,no-website,,no domain or web field in our dataset
2126,Carleton University,Canada,781-790,http://www.carleton.ca,ok,https://admissions.carleton.ca/programs/,
1609,Azerbaijan State University of Economics,Azerbaijan,801-850,http://unec.edu.az,robots-disallowed,,robots.txt disallows every candidate path
10559,AGH University of Krakow,Poland,801-850,,no-website,,no domain or web field in our dataset
1199,Wake Forest University,United States,791-800,http://www.wfu.edu,ok,https://about.wfu.edu/academics/,
7706,Universidad de Alicante,Spain,781-790,http://www.ua.es,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
10560,Ahlia University,Bahrain,801-850,,no-website,,no domain or web field in our dataset
10561,De Montfort University,United Kingdom,801-850,,no-website,,no domain or web field in our dataset
8401,Bournemouth University,United Kingdom,801-850,http://www.bournemouth.ac.uk,blocked-403,,homepage refuses automated access
1386,Universidad de Palermo,Argentina,771-780,http://www.palermo.edu,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
10562,Donghua University,China,801-850,,no-website,,no domain or web field in our dataset
5785,Kuwait University,Kuwait,781-790,http://www.kuniv.edu.kw,timeout,,homepage ERR:timeout
10563,Gdansk University of Technology,Poland,801-850,,no-website,,no domain or web field in our dataset
2341,Beijing University of Chemical Technology,China,697,http://www.buct.edu.cn,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
4893,Chiba University,Japan,791-800,http://www.chiba-u.ac.jp,ok,https://www.chiba-u.ac.jp/academics/,
469,Georgia State University,United States,781-790,http://www.gsu.edu,ok,https://www.gsu.edu/program-cards/,
